"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin's Wrath"|"Bill Browder"|""|""|""|""|""
"The Backrooms"|"Morgan Solis"|"1"|"4"|"3"|"5|2"|"2"
"Small Angels"|"Lauren Owen"|""|""|""|""|""
"The Engagement Party"|"Finley  Turner"|""|""|""|""|""
"All-Night Pharmacy"|"Ruth Madievsky"|""|""|""|""|""
"Azriel"|"Julie Mannino"|""|""|""|""|""
"There Are Wolves Here Too"|"Niall Howell"|""|""|""|""|""
"The Mechanics of Lust"|"Jay Hogan"|""|""|""|""|""
"Rouge"|"Mona Awad"|""|""|""|""|""
"A Whisper of Solace"|"Milena McKay"|""|""|""|""|""
"All the Broken Places"|"John Boyne"|""|""|""|""|""
"Consent: A Memoir"|"Vanessa Springora, Natasha Lehrer"|""|""|""|""|""
"The Sunlit Man"|"Brandon Sanderson, Ernanda Souza, Nabetse Zitro, Kudriaken"|""|""|""|""|""
"A Study in Drowning"|"Ava Reid"|""|""|""|""|""
"Gwen & Art Are Not in Love"|"Lex Croucher"|""|""|""|""|""
"Daughters of Sparta"|"Claire Heywood"|""|""|""|""|""
"Storm of the Seven Sins"|"Emily Colin"|""|""|""|""|""
"The Water Walls"|"iLana Markarov"|""|""|""|""|""
"Super Host"|"Kate Russo"|""|""|""|""|""
"Nightwatching"|"Tracy  Sierra"|""|""|""|""|""
"Red River Road"|"Anna Downes"|""|""|""|""|""
"In the Shadow Garden"|"Liz    Parker"|""|""|""|""|""
"Fall"|"West Camel"|""|""|""|""|""
"The River Home"|"Hannah Richell"|""|""|""|""|""
"Woman of Sunlight"|"Mary Connealy"|"8"|"7"|"6"|"7|8"|"8"
"We Are All So Good at Smiling"|"Amber McBride"|""|""|""|""|""
"A Graceful Swan for the Fearless Marquess"|"Fanny Finch"|""|""|""|""|""
"What Does It Mean to Be Chosen?: An Interactive Bible Study"|"Douglas Huffman, Amanda Jenkins, Dallas Jenkins"|""|""|""|""|""
"Sorrow"|"Tiffanie DeBartolo"|""|""|""|""|""
"The Dating Plan"|"Sara Desai"|"1"|"4"|"3"|"2|5"|"5"
"Mrs. Witherspoon Goes to War"|"Mary   Davis"|""|""|""|""|""
"The Breath Between Waves"|"Charlotte Anne Hamilton"|""|""|""|""|""
"Things I Have Withheld"|"Kei Miller"|""|""|""|""|""
"The Valkyrie's Daughter"|"Tiana Warner"|""|""|""|""|""
"How Moon Fuentez Fell in Love with the Universe"|"Kyla Garcia, Raquel Vasquez Gilliland"|""|""|""|""|""
"Pharaoh's Ticks"|"Kenneth J. Stein"|""|""|""|""|""
"The Butcher and the Wren"|"Alaina Urquhart"|""|""|""|""|""
"Maggots Screaming!"|"Max Booth III"|""|""|""|""|""
"The Quicksilver Court"|"Melissa Caruso"|"8"|"9"|"7"|"9|8"|"8"
"Biography of X"|"Catherine Lacey"|""|""|""|""|""
"Dark Factory"|"Kathe Koja"|""|""|""|""|""
"Lor"|"Lily Mayne"|""|""|""|""|""
"Cross Down"|"Brendan DuBois, James Patterson"|""|""|""|""|""
"The Light in Hidden Place"|"Sharon Cameron"|""|""|""|""|""
"Love Redesigned"|"Lauren Asher"|""|""|""|""|""
"Have I Told You This Already?: Stories I Dont Want to Forget to Remember"|"Lauren Graham"|""|""|""|""|""
"Herc"|"Phoenicia Rogerson"|""|""|""|""|""
"Bride"|"Ali Hazelwood"|""|""|""|""|""
"Tryst Six Venom"|"Penelope Douglas"|""|""|""|""|""
"The Silver Swan: In Search of Doris Duke"|"Sallie Bingham"|""|""|""|""|""
"Our Perfect Murder"|"Camille Cabrera"|""|""|""|""|""
"Blood Countess"|"Lana Popovi"|"1"|"4"|"3"|"5|2"|"2"
"Musical Tables: Poems"|"Billy Collins"|""|""|""|""|""
"How the Lady Was Won"|"Shana Galen"|""|""|""|""|""
"The Lincoln Conspiracy: The Secret Plot to Kill America's 16th Presidentand Why It Failed"|"Josh Mensch, Brad Meltzer"|"1"|"4"|"3"|"5|2"|"2"
"The Court of Mortals"|"A.J. Lancaster"|""|""|""|""|""
"Me: Moth"|"Amber McBride"|""|""|""|""|""
"The Finish Line"|"Kate  Stewart"|""|""|""|""|""
"Amazing Spider-Man Epic Collection, Vol. 25: Maximum Carnage"|"Tom Lyle, Tom DeFalco, David Michelinie, Alex Saviuk, Mark Bagley, Scott McDaniel, Ron Lim, Sal Buscema, Terry Kavanagh, J.M. DeMatteis"|"8"|"7"|"9"|"6|8|7"|"8"
"Blessed Are the Chosen: An Interactive Bible Study"|"Amanda Jenkins, Douglas S. Huffman, Dallas Jenkins"|""|""|""|""|""
"To Be Honest: A Memoir"|"Michael Leviton"|""|""|""|""|""
"Love's Fortress"|"Jennifer Uhlarik"|""|""|""|""|""
"Every Missing Piece"|"Melanie Conklin"|""|""|""|""|""
"Of Trust & Heart"|"Charlotte Anne Hamilton"|""|""|""|""|""
"Polar Vortex"|"Shani Mootoo"|""|""|""|""|""
"The Scavenger Door"|"Suzanne Palmer"|""|""|""|""|""
"Shadow Fallen"|"Sherrilyn Kenyon"|""|""|""|""|""
"The Ivory Tomb"|"Melissa Caruso"|""|""|""|""|""
"The Pole"|"J.M. Coetzee"|"1"|"4"|"3"|"5|2"|"2"
"Cinema Speculation"|"Quentin Tarantino"|""|""|""|""|""
"Ringmaster: Vince McMahon and the Unmaking of America"|"Abraham Riesman"|""|""|""|""|""
"Monica"|"Daniel Clowes"|""|""|""|""|""
"When You Least Expect It"|"Haley Cass"|""|""|""|""|""
"Stay Gold"|"Tobly McSmith"|"8"|"7"|"9"|"9|7"|"7"
"Kids Run the Show"|"Alison Anderson, Delphine de Vigan"|""|""|""|""|""
"The Bookbinder of Jericho"|"Pip Williams"|""|""|""|""|""
"Nonbinary: A Memoir"|"Genesis P-Orridge"|""|""|""|""|""
"Vespertine"|"Margaret  Rogerson"|""|""|""|""|""
"My Mother's House"|"Francesca Momplaisir"|""|""|""|""|""
"To Break a Covenant"|"Alison Ames"|""|""|""|""|""
"The Highlander's Excellent Adventure"|"Shana Galen"|""|""|""|""|""
"Unsporting: How Trans Activism and Science Denial are Destroying Sport"|"Barbara Kay, Linda Blade"|""|""|""|""|""
"Last of the Talons"|"Sophie Kim"|""|""|""|""|""
"Ridgeline"|"Michael Punke"|""|""|""|""|""
"The Happily Ever After: A Memoir of an Unlikely Romance Novelist"|"Avi Steinberg"|""|""|""|""|""
"The Philosophy of Modern Song"|"Bob Dylan"|""|""|""|""|""
"The Girl Behind the Gates"|"Brenda Davies"|""|""|""|""|""
"The Running Trees"|"Amber McMillan"|""|""|""|""|""
"The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World"|"Jonathan Freedland"|""|""|""|""|""
"Starling House"|"Alix E. Harrow"|""|""|""|""|""
"The Historians"|"Cecilia Ekbck"|""|""|""|""|""
"Happy & You Know It"|"Laura Hankin"|"8"|"7"|"9"|"6|8"|"8"
"The Last Two: The Battle to Save the Northern White Rhinos"|"Maja Prijatelj Videmek, Matja Krivic, Botjan  Videmek"|""|""|""|""|""
"Crip Kinship: The Disability Justice & Art Activism of Sins Invalid"|"Shayda Kafai"|""|""|""|""|""
"Members Only"|"Sameer Pandya"|""|""|""|""|""
"Northern Protestants: On Shifting Ground"|"Susan McKay"|"1"|"2"|"3"|"4|5"|"5"
"Unlikely Animals"|"Annie  Hartnett"|""|""|""|""|""
"Not Here to Be Liked"|"Michelle Quach"|"8"|"6"|"9"|"7"|""
"The Black Church: This Is Our Story, This Is Our Song"|"Henry Louis Gates Jr."|""|""|""|""|""
"Confidence Man: The Making of Donald Trump and the Breaking of America"|"Maggie Haberman"|""|""|""|""|""
"The Dawn of Yangchen"|"F.C. Yee"|""|""|""|""|""
"Until the Last of Me"|"Sylvain Neuvel"|""|""|""|""|""
"Most Beautiful Thing"|"Arshay Cooper"|""|""|""|""|""
"The Hidden Palace"|"Helene Wecker"|""|""|""|""|""
"The Dragon's Bride"|"Katee Robert"|""|""|""|""|""
"Simon Sort of Says"|"Erin Bow"|""|""|""|""|""
"The Spectacular"|"Fiona  Davis"|""|""|""|""|""
"A Whisper in the Dark"|"Jessi Elliott"|""|""|""|""|""
"Ain't Burned All the Bright"|"Jason Reynolds, Jason Griffin"|""|""|""|""|""
"Royal Honor"|"May Dawson"|""|""|""|""|""
"Cynical Theories: How Activist Scholarship Made Everything about Race, Gender, and Identityand Why This Harms Everybody"|"Helen Pluckrose, James   Lindsay"|""|""|""|""|""
"The Tsarina's Daughter"|"Ellen Alpsten"|""|""|""|""|""
"Goodbye, Eri"|"Tatsuki Fujimoto"|""|""|""|""|""
"Honey Trap"|"Tate James"|""|""|""|""|""
"The Seven Moons of Maali Almeida"|"Shehan Karunatilaka"|""|""|""|""|""
"Two Wrongs Make a Right"|"Chloe Liese"|""|""|""|""|""
"Follow Your Arrow"|"Jessica Verdi"|""|""|""|""|""
"Motherthing"|"Ainslie Hogarth"|""|""|""|""|""
"Broken Hearts"|"Rebecca Jenshak"|""|""|""|""|""
"Acsquidentally in Love"|"K.L. Hiers"|""|""|""|""|""
"Her Majesty's Royal Coven"|"Juno  Dawson"|"1"|"4"|"3"|"5|2"|"2"
"Viviana Valentine Gets Her Man"|"Emily J. Edwards"|""|""|""|""|""
"Worst Wingman Ever"|"Abby Jimenez"|""|""|""|""|""
"The Making of a Highlander"|"Elisa Braden"|""|""|""|""|""
"Execution in E"|"Alexia Gordon"|""|""|""|""|""
"Katheryn Howard: the Scandalous Queen"|"Alison Weir"|"1"|"4"|"3"|"5|2"|"2"
"In Sensorium: Notes for My People"|"Tanwi Nandini Islam, Tanas"|""|""|""|""|""
"The Maiden of All Our Desires"|"Peter Manseau"|""|""|""|""|""
"Intimations"|"Zadie Smith"|""|""|""|""|""
"The Christmas Murder Game"|"Alexandra Benedict"|""|""|""|""|""
"City of Shattered Light"|"Claire Winn"|""|""|""|""|""
"The Matchmaker's Gift"|"Lynda Cohen Loigman"|"8"|"7"|"9"|"6|7"|"7"
"The Lords of Night"|"J.C. Cervantes"|""|""|""|""|""
"The Headmistress"|"Milena McKay"|""|""|""|""|""
"Transcendent: Art and Dharma in a Time of Collapse"|"Curtis White"|""|""|""|""|""
"More Myself: A Journey"|"Michelle Burford, Alicia Keys"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"The Thread Collectors"|"Shaunna J. Edwards, Alyson Richman"|""|""|""|""|""
"Kraken My Heart"|"K.L. Hiers"|""|""|""|""|""
"The Creative Act: A Way of Being"|"Rick Rubin"|""|""|""|""|""
"Never Finished: Unshackle Your Mind and Win the War Within"|"David Goggins"|""|""|""|""|""
"Make My Move"|"J.  Bree"|""|""|""|""|""
"Bear Bottom"|"Stuart Gibbs"|""|""|""|""|""
"The Exception to the Rule"|"Christina Lauren"|"8"|"7"|"9"|"8"|"8"
"The Life You Stole"|"Jewel E. Ann"|""|""|""|""|""
"The Men"|"Sandra Newman"|""|""|""|""|""
"Going Infinite: The Rise and Fall of a New Tycoon"|"Michael   Lewis"|""|""|""|""|""
"The Good Wife of Bath"|"Karen  Brooks"|""|""|""|""|""
"Hotel Laguna"|"Nicola  Harrison"|""|""|""|""|""
"Kill Joy"|"Holly  Jackson"|""|""|""|""|""
"Zhara"|"S. Jae-Jones"|""|""|""|""|""
"It Looks Like Us"|"Alison Ames"|""|""|""|""|""
"Lessons From the Least of These: The Woodson Principles"|"Robert L. Woodson Sr."|""|""|""|""|""
"Festival Days"|"Jo Ann Beard"|""|""|""|""|""
"The Liar's Crown"|"Abigail Owen"|""|""|""|""|""
"The Captive Kingdom"|"Jennifer A. Nielsen"|""|""|""|""|""
"The Love Song of Ivy K. Harlowe"|"Hannah Moskowitz"|""|""|""|""|""
"The High House"|"Greengrass Jessie"|""|""|""|""|""
"Chick Magnet"|"Emma Barry"|""|""|""|""|""
"Wonderland"|"Juno  Dawson"|""|""|""|""|""
"The Diary Keepers: World War II in the Netherlands, as Written by the People Who Lived Through It"|"Nina Siegal"|""|""|""|""|""
"Map Reading: The Nobel Lecture and Other Writings"|"Abdulrazak Gurnah"|""|""|""|""|""
"First Person Singular: Stories"|"Haruki Murakami, Philip Gabriel"|""|""|""|""|""
"Prequel: An American Fight Against Fascism"|"Rachel Maddow"|""|""|""|""|""
"Look Back"|"Tatsuki Fujimoto"|""|""|""|""|""
"The Empire's Ruin"|"Brian Staveley"|""|""|""|""|""
"The Care and Breeding of Princes"|"Arden Lake"|""|""|""|""|""
"Murtagh"|"Christopher Paolini"|""|""|""|""|""
"Above Ground"|"Clint   Smith"|""|""|""|""|""
"Daisy Haites"|"Jessa Hastings"|""|""|""|""|""
"Guard Your Heart"|"Sue Divin"|""|""|""|""|""
"Divided We Fall: America's Secession Threat and How to Restore Our Nation"|"David  French"|""|""|""|""|""
"A Sprinkle of Sorcery"|"Michelle Harrison"|""|""|""|""|""
"Sexy But Psycho: How the Patriarchy Uses Womens Trauma Against Them"|"Jessica   Taylor"|""|""|""|""|""
"Pirate's Paradox"|"Lisa Kessler"|""|""|""|""|""
"Live Not by Lies: A Manual for Christian Dissidents"|"Rod Dreher"|"7"|"8"|"9"|"6|5|8|7|9"|"6"
"Inseparable"|"Margaret Atwood, Simone de Beauvoir, Sandra  Smith"|""|""|""|""|""
"An Autobiography of the Autobiography of Reading"|"Dionne Brand"|""|""|""|""|""
"The Mitford Affair"|"Marie Benedict"|""|""|""|""|""
"Except for Palestine: The Limits of Progressive Politics"|"Marc Lamont Hill, Mitchell Plitnick"|""|""|""|""|""
"Paradais"|"Sophie Hughes, Fernanda Melchor"|""|""|""|""|""
"Cloak of Scarlet"|"Melanie Dickerson"|""|""|""|""|""
"Apropos of Nothing"|"Woody Allen"|"8"|"7"|"9"|"6|8"|"8"
"The Unmaking of June Farrow"|"Adrienne Young"|""|""|""|""|""
"Assistant to the Villain"|"Hannah Nicole Maehrer"|""|""|""|""|""
"A Prayer for the Crown-Shy"|"Becky  Chambers"|"8"|"7"|"9"|"6|9"|"9"
"The Paris Mystery"|"Kirsty Manning"|""|""|""|""|""
"After the Ink Dries"|"Cassie Gustafson"|"1"|"4"|"3"|"5|2"|"2"
"The Hexologists"|"Josiah Bancroft"|""|""|""|""|""
"One Day All This Will Be Yours"|"Adrian Tchaikovsky"|""|""|""|""|""
"The Good Girls: An Ordinary Killing"|"Sonia Faleiro"|""|""|""|""|""
"Bridge of Souls"|"V.E.  Schwab"|""|""|""|""|""
"The Valley of Lost Secrets"|"Lesley Parr"|"8"|"7"|"9"|"6|7"|"7"
"A Tangle of Spells"|"Michelle Harrison"|""|""|""|""|""
"Stormblood"|"Jeremy Szal"|""|""|""|""|""
"Privacy is Power: Why and How You Should Take Back Control of Your Data"|"Carissa Vliz"|""|""|""|""|""
"Magic Dark, Magic Divine"|"A.J. Locke"|""|""|""|""|""
"All Girls"|"Emily Layden"|"8"|"7"|"9"|"8|7"|"7"
"Craft in the Real World: Rethinking Fiction Writing and Workshopping"|"Matthew Salesses"|"7"|"9"|"8"|"6|5"|"5"
"Nights of Plague"|"Ekin Oklap, Orhan Pamuk"|""|""|""|""|""
"Race the Sands"|"Sarah Beth Durst"|"8"|"7"|"9"|"8"|""
"The Heartstopper Colouring Book"|"Alice Oseman"|""|""|""|""|""
"Anatomy"|"Dana Schwartz"|""|""|""|""|""
"The Wim Hof Method: Activate Your Full Human Potential"|"Wim Hof, Elissa Epel PhD"|""|""|""|""|""
"Red Team Blues"|"Cory Doctorow"|""|""|""|""|""
"Tinsel: The Girls Who Invented Christmas"|"Sibal Pounder"|""|""|""|""|""
"The Secrets We Keep"|"Cassie Gustafson"|""|""|""|""|""
"Do Tell"|"Lindsay Lynch"|""|""|""|""|""
"Mr Wilder & Me"|"Jonathan Coe"|""|""|""|""|""
"State of Terror"|"Hillary Rodham Clinton, Louise Penny"|""|""|""|""|""
"Platonic: How the Science of Attachment Can Help You Makeand KeepFriends"|"Marisa G. Franco"|""|""|""|""|""
"The Crown of Oaths and Curses"|"J.  Bree"|""|""|""|""|""
"Inferno: A Memoir of Motherhood and Madness"|"Catherine Cho"|""|""|""|""|""
"Someone Else's Shoes"|"Jojo Moyes"|""|""|""|""|""
"Unconquerable Sun"|"Kate Elliott"|""|""|""|""|""
"Summer Sons"|"Lee Mandelo"|""|""|""|""|""
"Pirate's Promise"|"Lisa Kessler"|""|""|""|""|""
"The Aristocracy of Talent: How Meritocracy Made the Modern World"|"Adrian Wooldridge"|""|""|""|""|""
"The Darkest Destiny"|"Gena Showalter"|"8"|"9"|"7"|"8"|"8"
"Brotherhood"|"Mike Chen"|""|""|""|""|""
"Layoverland"|"Gabby Noone"|""|""|""|""|""
"Farewell to the Liar"|"D.K. Fields"|""|""|""|""|""
"Sandy Hook"|"Elizabeth  Williamson"|""|""|""|""|""
"The Seventh Mansion"|"Maryse Meijer"|""|""|""|""|""
"It Takes What It Takes: How to Think Neutrally and Gain Control of Your Life"|"Trevor Moawad, Andy Staples"|""|""|""|""|""
"The Extraordinary Deaths of Mrs. Kip"|"Sara Brunsvold"|"1"|"4"|"3"|"5|2"|"2"
"Soul Taken"|"Patricia Briggs"|""|""|""|""|""
"Greywaren"|"Maggie Stiefvater"|""|""|""|""|""
"Ship Wrecked"|"Olivia Dade"|""|""|""|""|""
"They Called Me a Lioness: A Palestinian Girls Fight for Freedom"|"Dena Takruri, Ahed Tamimi"|""|""|""|""|""
"Fruiting Bodies: Stories"|"Kathryn  Harlan"|""|""|""|""|""
"The Warrior in My Wardrobe"|"Claire   Powell, Simon Farnaby"|""|""|""|""|""
"Birds: Photographs"|"Tim Flach, Richard O. Prum"|""|""|""|""|""
"Harlem After Midnight"|"Louise Hare"|""|""|""|""|""
"Flower and Thorn"|"Rati Mehrotra"|""|""|""|""|""
"Life after Truth"|"Ceridwen Dovey"|""|""|""|""|""
"Smalltime: A Story of My Family and the Mob"|"Russell Shorto"|"5"|"4"|"3"|"4|5|3"|"4"
"Conversations with Orhan Pamuk"|"Orhan Pamuk, Pelin Kvrak, Erda M. Gknar"|""|""|""|""|""
"The Brightest Star in Paris"|"Diana Biller"|""|""|""|""|""
"The Neil Gaiman Reader: Selected Fiction"|"Neil Gaiman, Marlon James"|"7"|"9"|"8"|"6|10"|"10"
"Greta & Valdin"|"Rebecca K. Reilly"|""|""|""|""|""
"The Magnificent Lives of Marjorie Post"|"Allison Pataki"|""|""|""|""|""
"Tokyo Ever After"|"Emiko Jean"|"7"|"8"|"6"|"9|5"|"5"
"Marigold and Rose"|"Louise Glck"|""|""|""|""|""
"The Love Con"|"Seressia Glass"|""|""|""|""|""
"Time to Think: The Inside Story of the Collapse of the Tavistock's Gender Service for Children"|"Hannah Barnes"|""|""|""|""|""
"Bone Deep: Untangling the Betsy Faria Murder Case"|"Joel J. Schwartz, Charles Bosworth Jr."|""|""|""|""|""
"Velocities"|"Kathe Koja"|""|""|""|""|""
"Stolen Focus: Why You Can't Pay Attention and How to Think Deeply Again"|"Johann Hari"|""|""|""|""|""
"Jackal"|"Erin E. Adams"|""|""|""|""|""
"Bag Man: The Wild Crimes, Audacious Cover-Up, and Spectacular Downfall of a Brazen Crook in the White House"|"Michael Yarvitz, Rachel Maddow"|""|""|""|""|""
"Tentacles & Triathlons"|"Ashley Bennett"|""|""|""|""|""
"The Labors of Hercules Beal"|"Gary D. Schmidt"|""|""|""|""|""
"Manifest"|"Brittany Cavallaro"|""|""|""|""|""
"The Dark Between the Trees"|"Fiona Barnett"|""|""|""|""|""
"With You Forever"|"Chloe Liese"|"8"|"7"|"9"|"9|8"|"8"
"Miss Aldridge Regrets"|"Louise Hare"|""|""|""|""|""
"The Elf Beside Himself"|"K.M. Avery"|""|""|""|""|""
"Countdown to Socialism"|"Devin Nunes"|""|""|""|""|""
"Glassheart"|"Katharine  Orton"|"1"|"4"|"3"|"5|2"|"2"
"The Christie Affair"|"Nina de Gramont"|""|""|""|""|""
"Escape the Reaper"|"Ashley N. Rostek"|""|""|""|""|""
"A Counterfeit Suitor"|"Darcie Wilde"|""|""|""|""|""
"Ghost Mortem"|"Jane Hinchey"|"1"|"4"|"3"|"2|5"|"5"
"Promenade"|"Morgan Shamy"|""|""|""|""|""
"The Golem of Brooklyn"|"Adam Mansbach"|""|""|""|""|""
"The House of Eve"|"Sadeqa Johnson"|""|""|""|""|""
"The Further Adventures of Sherlock Holmes - The Martian Menace"|"Eric Brown"|""|""|""|""|""
"Why Has Nobody Told Me This Before?"|"Julie      Smith"|""|""|""|""|""
"Sunshine: A Graphic Novel"|"Jarrett J. Krosoczka"|"8"|"7"|"9"|"8|9"|"9"
"Furysong"|"Rosaria Munda"|""|""|""|""|""
"The Traitor"|"V.S. Alexander"|""|""|""|""|""
"Wild Honor"|"May Dawson"|""|""|""|""|""
"A Fire like You"|"Upile Chisala"|"8"|"9"|"7"|"9|8"|"8"
"Endure the Pain"|"Ashley N. Rostek"|""|""|""|""|""
"Lone Women"|"Victor LaValle"|""|""|""|""|""
"The Displacements"|"Bruce Holsinger"|"1"|"4"|"3"|"5|2"|"2"
"The Wolf and the Woodsman"|"Ava Reid"|"7"|"8"|"9"|"6|7"|"7"
"Couplets"|"Maggie Millner"|""|""|""|""|""
"Fear No Evil"|"James Patterson"|""|""|""|""|""
"That Time I Got Drunk and Saved a Demon"|"Kimberly Lemming"|""|""|""|""|""
"The Spectrum Girls Survival Guide"|"Siena Castellon"|""|""|""|""|""
"A Mirror Mended"|"Alix E. Harrow"|""|""|""|""|""
"Couple Found Slain: After a Family Murder"|"Mikita Brottman"|""|""|""|""|""
"The First Day of Spring"|"Nancy Tucker"|""|""|""|""|""
"Other People's Houses"|"Kelli Hawkins"|"1"|"3"|"4"|"2|5"|"5"
"In Her Shoes: Women of the Eighth: A Memoir and Anthology"|"Erin Darcy"|""|""|""|""|""
"Chapter and Curse"|"Elizabeth Penney"|""|""|""|""|""
"Aesthetica"|"Allie Rowbottom"|""|""|""|""|""
"Katharine Parr, the Sixth Wife"|"Alison Weir"|""|""|""|""|""
"The Book of Accidents"|"Chuck Wendig"|""|""|""|""|""
"He Started It"|"Samantha  Downing"|""|""|""|""|""
"Just Like Home"|"Sarah Gailey"|""|""|""|""|""
"Bone Music"|"David Almond"|""|""|""|""|""
"Deadly Cross"|"James Patterson"|""|""|""|""|""
"Warrior Fae"|"Susanne Valenti, Caroline Peckham"|""|""|""|""|""
"Sacred Honor"|"May Dawson"|""|""|""|""|""
"Dear Senthuran: A Black Spirit Memoir"|"Akwaeke Emezi"|""|""|""|""|""
"Maureen"|"Rachel Joyce"|""|""|""|""|""
"Thistlefoot"|"GennaRose Nethercott"|""|""|""|""|""
"The German Heiress"|"Anika Scott"|""|""|""|""|""
"Vagabonds!"|"Eloghosa Osunde"|""|""|""|""|""
"Lease on Love"|"Falon Ballard"|""|""|""|""|""
"Santiago's Road Home"|"Alexandra  Diaz"|""|""|""|""|""
"For the First Time, Again"|"Sylvain Neuvel"|""|""|""|""|""
"Be Water, My Friend: The True Teachings of Bruce Lee"|"Shannon Lee"|""|""|""|""|""
"A Fae's Two Alphas"|"Jem Zero"|""|""|""|""|""
"The Rise and Reign of the Mammals: A New History, from the Shadow of the Dinosaurs to Us"|"Steve Brusatte"|""|""|""|""|""
"The Unforgettable Logan Foster"|"Shawn  Peters"|""|""|""|""|""
"Angels Adrift"|"Alice Duncan"|""|""|""|""|""
"What Stars Are Made of"|"Sarah  Allen"|""|""|""|""|""
"Between Two Kingdoms: A Memoir of a Life Interrupted"|"Suleika Jaouad"|""|""|""|""|""
"Just Pursuit: A Black Prosecutor's Fight for Fairness"|"Laura Coates"|"1"|"4"|"3"|"5|2"|"2"
"Lote"|"Shola von Reinhold"|""|""|""|""|""
"Count Your Lucky Stars"|"Alexandria Bellefleur"|""|""|""|""|""
"I Have Something to Tell You"|"Chasten Glezman Buttigieg"|""|""|""|""|""
"When the Moon Turns Blue"|"Pamela Terry"|""|""|""|""|""
"When These Mountains Burn"|"David    Joy"|"3"|"4"|"5"|"2|4"|"4"
"Otherlands: A Journey Through Earth's Extinct Worlds"|"Thomas Halliday"|"1"|"8"|"9"|"7|6|8|9"|"9"
"These Thin Lines"|"Milena McKay"|""|""|""|""|""
"Faucian Bargain: The Most Powerful and Dangerous Bureaucrat in American History"|"Todd Erzen, Steve Deace"|""|""|""|""|""
"The Woman Before Wallis"|"Bryn Turnbull"|""|""|""|""|""
"The King of Faerie"|"A.J. Lancaster"|""|""|""|""|""
"The Sex Lives of African Women"|"Nana Darkoa Sekyiamah"|""|""|""|""|""
"The Layover"|"Lacie Waldon"|""|""|""|""|""
"Reel"|"Kennedy Ryan"|""|""|""|""|""
"Two Nights in Lisbon"|"Chris  Pavone"|""|""|""|""|""
"Pretty Little Wife"|"Xe Sands, Darby Kane"|""|""|""|""|""
"Gender-Critical Feminism"|"Holly Lawford-Smith"|""|""|""|""|""
"Hang the Moon"|"Alexandria Bellefleur"|""|""|""|""|""
"Millionaires for the Month"|"Stacy McAnulty"|""|""|""|""|""
"The Killing Hills"|"Chris Offutt"|""|""|""|""|""
"Everything for You"|"Chloe Liese"|"1"|"4"|"3"|"5|2"|"2"
"People From My Neighbourhood"|"Ted Goossen, Hiromi Kawakami"|""|""|""|""|""
"Maniac: The Bath School Disaster and the Birth of the Modern Mass Killer"|"Harold Schechter"|""|""|""|""|""
"Thank You for Listening"|"Julia  Whelan"|""|""|""|""|""
"The Unfolding"|"A.M. Homes"|""|""|""|""|""
"The Way of Dog"|"Zana Fraillon"|""|""|""|""|""
"Dangerous Honor"|"May Dawson"|""|""|""|""|""
"The World Keeps Ending, and the World Goes On"|"Franny Choi"|""|""|""|""|""
"Dogboy v Catfish"|"Luke Gracias"|""|""|""|""|""
"Nora Goes Off Script"|"Annabel Monaghan"|""|""|""|""|""
"Code Name Sapphire"|"Pam Jenoff"|""|""|""|""|""
"Anti-Inflammatory Diet Solution: Heal Your Immune System, Boost Your Brain, Strengthen Your Heart"|"Stig Bengmark"|""|""|""|""|""
"Girl Gone Viral"|"Alisha Rai"|""|""|""|""|""
"Pando: A Living Wonder of Trees"|"Kate Allen  Fox, Turine Tran"|""|""|""|""|""
"Doom: The Politics of Catastrophe"|"Niall Ferguson"|""|""|""|""|""
"The House Across the Lake"|"Riley Sager"|""|""|""|""|""
"How I Saved the World"|"Jesse Watters"|""|""|""|""|""
"The Chief Witness: escape from Chinas modern-day concentration camps"|"Sayragul Sauytbay"|""|""|""|""|""
"The Grief of Stones"|"Katherine Addison"|""|""|""|""|""
"Five Tuesdays in Winter"|"Lily King"|""|""|""|""|""
"The Abolition of Sex: How the ""Transgender"" Agenda Harms Women and Girls"|"Kara Dansky"|""|""|""|""|""
"Stranger Faces"|"Namwali Serpell"|""|""|""|""|""
