"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment"|"Martin E.P. Seligman"|""|""|""|""|""
"The Pursuit of Holiness"|"Jim Fay, Foster W. Cline, Jerry Bridges"|""|""|""|""|""
"What Survives of Us"|"Kathy Miner"|""|""|""|""|""
"Mother of Pearl"|"Melinda Haynes"|"8"|"7"|"9"|"9"|""
"Advanced WORLDBUILDING: A creative writing guide."|"Jaime Buckley"|""|""|""|""|""
"The Vagabond Vicar"|"Charlotte Brentwood"|""|""|""|""|""
"A Lion in Your Number"|"Kevin Klix"|""|""|""|""|""
"Hocus Pocus"|"Teresa Roblin"|""|""|""|""|""
"A Dark-Adapted Eye"|"Ruth Rendell, Barbara Vine"|"1"|"8"|"5"|"7|9|6|4|3|2"|"2"
"The Valentine Date: Long Distance, Billionaires and Former Bad Boy's Collection"|"Ashley Winters, Mel Ryle, N.K. Pockett"|""|""|""|""|""
"Goofsville"|"Sammy Hahn"|""|""|""|""|""
"Rainbirds"|"Clarissa Goenawan"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Friendlationships: From Like, to Like Like, to Love in Your Twenties"|"Jeff  Taylor"|""|""|""|""|""
"NO is not enough - defeating the new shock politics"|"Naomi Klein"|""|""|""|""|""
"Euphoria"|"Lily King"|"7"|"9"|"8"|"6|10"|"10"
"It Doesn't Have to Be Crazy at Work"|"Jason Fried, David Heinemeier Hansson"|"7"|"8"|"9"|"6|7|8|9"|"6"
"Dexter By Design"|"Jeff Lindsay"|"1"|"2"|"3"|"4|5"|"5"
"The Family Nobody Wanted"|"Helen Grigsby Doss, Mary Battenfeld"|"1"|"2"|"3"|"4|5"|"5"
"The Art of Devotion"|"Samantha Bruce-Benjamin"|""|""|""|""|""
"Arising Son: Part One"|"Marie Montine"|""|""|""|""|""
"Monsieur Ibrahim and The Flowers of the Qur'an"|"Patrick Driver, Patricia Benecke, ric-Emmanuel Schmitt"|""|""|""|""|""
"Competitive Strategy: Techniques for Analyzing Industries and Competitors"|"Michael E. Porter"|"7"|"9"|"8"|"6|7"|"7"
"Guernica"|"Dave Boling"|""|""|""|""|""
"I Am the Cheese"|"Robert Cormier"|"5"|"4"|"3"|"5|4|2|3"|"5"
"The Boy Who Loved Math: The Improbable Life of Paul Erdos"|"LeUyen Pham, Deborah Heiligman"|"1"|"8"|"7"|"9|6|5|4|3"|"3"
"Endurance: A Year in Space, A Lifetime of Discovery"|"Margaret Lazarus Dean, Scott    Kelly"|"1"|"4"|"3"|"5|2"|"2"
"365 Fun, Uplifting, and Inspirational Quotes from all the Top Movies"|"Daniel Willey"|"365"|""|""|""|""
"Mage Blood"|"Janet E. Morris"|""|""|""|""|""
"Jean-Christophe - I"|"Romain Rolland"|"1"|"2"|"3"|"4|5|3|2|1"|"2"
"The Fall of the Empire"|"Zoe Saadia"|""|""|""|""|""
"The Rozabal Line"|"Shawn Haigins, Ashwin Sanghi"|""|""|""|""|""
"Copper Sun"|"Sharon M. Draper"|"7"|"8"|"9"|"6|5"|"5"
"Paralysis: Beating the Odds"|"Addison D'marko"|""|""|""|""|""
"Six Pillars of Self-Esteem"|"Nathaniel Branden"|"1"|"9"|"8"|"7|6|10|5|9"|"9"
"Mindfulness in Plain English"|"Henepola Gunaratana, Lauri Porceddu"|"7"|"8"|"9"|"6|5|8|7|9"|"6"
"Necessary People"|"Anna Pitoniak"|""|""|""|""|""
"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies"|"Geoffrey B. West"|""|""|""|""|""
"From Fame to Shame"|"Veronica Blade"|""|""|""|""|""
"A Quiet Belief in Angels"|"R.J. Ellory"|"1"|"4"|"3"|"5|2"|"2"
"Spark of Life"|"Erich Maria Remarque, James Stern"|"1"|"2"|"3"|"4|5"|"5"
"The Pursuit of God: The Human Thirst for the Divine"|"A.W. Tozer"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Shadows in the Salon"|"Kirsten Fullmer"|""|""|""|""|""
"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!"|"Rory Freedman, Kim Barnouin"|"7"|"9"|"8"|"6|5"|"5"
"Ruth Bader Ginsburg: A Life"|"Jane Sherron De Hart"|""|""|""|""|""
"Villa Incognito"|"Tom Robbins"|"8"|"9"|"7"|"6|7"|"7"
"American Ulysses: A Life of Ulysses S. Grant"|"Ronald C. White Jr."|"1"|"2"|"3"|"4|5"|"5"
"When Dimple Met Rishi"|"Sandhya Menon"|"1"|"4"|"3"|"2|5"|"5"
"Caught in a Web"|"Joseph       Lewis"|""|""|""|""|""
"American Lion: Andrew Jackson in the White House"|"Jon Meacham"|"8"|"7"|"9"|"6|8"|"8"
"End Game"|"David Baldacci"|""|""|""|""|""
"Evolution: Vol.1 A Short Story Collection"|"Lane Diamond, D.T. Conklin"|"1"|""|""|""|""
"From Doon With Death"|"Ruth Rendell"|"1"|"4"|"3"|"5|2"|"2"
"Bread and Jam for Frances"|"Russell Hoban, Lillian Hoban"|"1"|"2"|"3"|"4|5"|"5"
"The Lost Years of Billy Battles"|"Ronald E. Yates"|""|""|""|""|""
"Born to Run"|"Bruce Springsteen"|"7"|"8"|"9"|"6|7|8|9"|"6"
"Sam: The Cat Without a Tail"|"Gloria Lintermans, Kristina Tosic"|"1"|"2"|"3"|"4|5"|"5"
"Separation of Power"|"Vince Flynn"|"8"|"9"|"10"|"7|9"|"9"
"Madeline's Rescue"|"Ludwig Bemelmans"|"7"|"8"|"9"|"6|5"|"5"
"Heart of the Matter"|"Emily Giffin"|""|""|""|""|""
"Victorious"|"Jack Campbell"|""|""|""|""|""
"Freedom at Midnight"|"Larry Collins, Dominique Lapierre"|""|""|""|""|""
"Too Much Happiness: Stories"|"Alice Munro"|"8"|"9"|"7"|"9|8"|"8"
"The Village Narcissist"|"Glenis Kellet"|""|""|""|""|""
"Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty"|"Robert K. Massie"|"7"|"9"|"8"|"10|6|9|8|7"|"10"
"The Bullet Journal Method: Track the Past, Order the Present, Design the Future"|"Ryder Carroll"|"4"|"5"|"3"|"4"|"4"
"The Golden Apples of the Sun"|"Ray Bradbury"|"1"|"4"|"3"|"5|2|4|3"|"3"
"Shaking the Nickel Bush"|"Ralph Moody"|""|""|""|""|""
"Holy Blood, Holy Grail"|"Michael Baigent, Richard Leigh, Henry Lincoln"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"The Book of Strange New Things"|"Michel Faber"|"7"|"9"|"8"|"6|10"|"10"
"Pink Slips"|"Beth Aldrich"|""|""|""|""|""
"The Helicopter Pilot"|"Darcy Hoover"|""|""|""|""|""
"The Storyteller's Secret"|"Sejal Badani"|"1"|"2"|"3"|"4|5"|"5"
"The Naughtiest Girl in the School"|"Enid Blyton"|"7"|"8"|"6"|"9|5"|"5"
"Glengarry Glen Ross"|"David Mamet"|"7"|"9"|"8"|"6|10"|"10"
"Many Sparrows"|"Lori Benton"|"1"|"4"|"3"|"5|2|4|3"|"3"
"Through Gates of Splendor"|"Elisabeth Elliot"|"1"|"9"|"8"|"7|6|9|8"|"7"
"Dying to Give"|"Gary B.  Shelly"|""|""|""|""|""
"I'd Rather Be Reading: The Delights and Dilemmas of the Reading Life"|"Anne Bogel"|"7"|"9"|"8"|"6|5"|"5"
"Running with the Demon"|"Terry Brooks"|"8"|"7"|"9"|"8|7"|"7"
"Michael Jordan: The Life"|"Roland Lazenby"|"1"|"4"|"3"|"5|2|4|3"|"5"
"Evolution: Vol. 2"|"Stevie Mikayne, Erin Ryan, Ioana Visan, Voss Foster, Brian Panowich, Lane Diamond, Ranee Dillon, D.T. Conklin, David Ballard, Conda V. Douglas"|"2"|""|""|""|""
"The Book of Awakening: Having the Life You Want by Being Present to the Life You Have"|"Mark Nepo"|"1"|"9"|"8"|"7|10|6|5|9|8"|"10"
"Decision Points"|"George W. Bush"|"1"|"3"|"4"|"2|5|3|4"|"4"
"How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer"|"Sarah Bakewell"|"1"|"9"|"8"|"7|9|8"|"7"
"The Tourist"|"Olen Steinhauer"|""|""|""|""|""
"The Life-Changing Manga of Tidying Up"|"Marie Kond, Yuko Uramoto"|"1"|"2"|"3"|"4|5"|"5"
"The Complaints"|"Ian Rankin"|"8"|"9"|"7"|"8|6"|"6"
"Eat Move Sleep: How Small Choices Lead to Big Changes"|"Tom Rath"|"8"|"9"|"7"|"6|8"|"8"
"The Songlines"|"Bruce Chatwin"|"3"|"4"|"5"|"2|4|3|5"|"3"
"Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming"|"Naomi Oreskes, Erik M. Conway"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"Over the Top: A Raw Journey to Self-Love"|"Jonathan Van Ness"|"7"|"9"|"8"|"6|10"|"10"
"Courtney Saves Christmas"|"Emlyn Chand, Noelle Giffin"|"1"|"2"|"3"|"4|5"|"5"
"Schrdinger's Cat Trilogy"|"Robert Anton Wilson"|""|""|""|""|""
"The Book You Wish Your Parents Had Read [and Your Children Will Be Glad That You Did]"|"Philippa Perry"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"Home Comforts: The Art and Science of Keeping House"|"Harry   Bates, Cheryl Mendelson"|""|""|""|""|""
"The Diaries of Adam and Eve"|"John Updike, Mark Twain, Valda Raud"|""|""|""|""|""
"Island Beneath the Sea"|"Isabel Allende"|""|""|""|""|""
"Wonderful Life: The Burgess Shale and the Nature of History"|"Stephen Jay Gould"|"8"|"9"|"7"|"10|6|8|9|7"|"10"
"My Name Is Mary Sutter"|"Robin Oliveira"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Orion Surfacing"|"I. James Forrest"|""|""|""|""|""
"It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff"|"Peter Walsh"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"The Motivation Manifesto: 9 Declarations to Claim Your Personal Power"|"Brendon Burchard"|"8"|"9"|"7"|"6|8|9|7"|"9"
"The Bitcoin Standard: The Decentralized Alternative to Central Banking"|"Saifedean Ammous"|"1"|"4"|"3"|"5|2"|"2"
"Rousseau and Revolution"|"Ariel Durant, Will Durant"|""|""|""|""|""
"The Spy Who Loved Me"|"Ian Fleming"|""|""|""|""|""
"The Valley of Vision: A Collection of Puritan Prayers and Devotions"|"Arthur      Bennett"|"1"|"2"|"3"|"4|5"|"5"
"The Language of God: A Scientist Presents Evidence for Belief"|"Francis S. Collins"|"7"|"8"|"9"|"6|7|8|9"|"6"
"The Children on the Hill"|"Jennifer  McMahon"|""|""|""|""|""
"The Book Your Church Doesn't Want You to Read"|"Tim C. Leedom"|""|""|""|""|""
"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress"|"Steven Pinker"|"7"|"9"|"8"|"10"|""
"The Whipping Boy"|"Sid Fleischman, Peter Ss"|"8"|"7"|"9"|"6|7"|"7"
"The Introvert Advantage: How to Thrive in an Extrovert World"|"Marti Olsen Laney"|"4"|"7"|"8"|"6|9"|"9"
"George, Nicholas and Wilhelm: Three Royal Cousins and the Road to World War I"|"Miranda Carter"|"7"|"8"|"9"|"6|7|8|9"|"6"
"Girl at War"|"Sara Novi"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Spencerville"|"Nelson DeMille"|"7"|"8"|"6"|"9|5"|"5"
"Honey the Hero"|"Emlyn Chand, S. Shaw"|""|""|""|""|""
"Fearless Fourteen"|"Janet Evanovich"|"8"|"7"|"5"|"6|7"|"7"
"The Tangle Box"|"Terry Brooks"|"7"|"8"|"6"|"9|5"|"5"
"The Marriage Pact"|"Michelle Richmond"|"7"|"8"|"6"|"9|5"|"5"
"Washington: A Life"|"Ron Chernow"|"8"|"9"|"7"|"8|9"|"9"
"The Far Side Gallery"|"Gary Larson"|"9"|"8"|"7"|"9"|""
"Nasty People"|"Jay Carter"|""|""|""|""|""
"Secret Fire"|"Johanna Lindsey"|"8"|"7"|"6"|"7|6"|"6"
"Citizen: An American Lyric"|"Claudia Rankine"|"1"|"9"|"8"|"7|10|9|8"|"10"
"This Changes Everything: Capitalism vs. The Climate"|"Naomi Klein"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"Conscious Parenting: Mindful Living Course for Parents"|"Nataa Pantovi, Ivana Milosavljevic"|""|""|""|""|""
"The Forgotten Hours"|"Katrin Schumann"|""|""|""|""|""
"Iola O"|"G.M. Monks"|""|""|""|""|""
"The fifth agreement"|"Jose Ruiz, Miguel Ruiz"|""|""|""|""|""
"Barbarian Days: A Surfing Life"|"William Finnegan"|"8"|"9"|"7"|"10|6|9|8|7"|"7"
"Beethoven: Anguish and Triumph"|"Jan Swafford"|""|""|""|""|""
"The Last House Guest"|"Megan Miranda"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Fire from Heaven"|"Mary Renault"|"8"|"7"|"9"|"6"|""
"Deehabtas Song"|"Stephen Alder"|""|""|""|""|""
"I'd Rather Be Riding My Bike"|"Eric Pinder, John Cardinal"|""|""|""|""|""
"Journals"|"Kurt Cobain"|""|""|""|""|""
"3001: The Final Odyssey"|"Arthur C. Clarke"|"1"|"2"|"3"|"4|5"|"5"
"1493: Uncovering the New World Columbus Created"|"Charles C. Mann"|"1"|"4"|"3"|"5|2|4|3"|"2"
"The Confessor"|"Daniel Silva"|""|""|""|""|""
"Book of the Dead"|"Patricia Cornwell"|"1"|"4"|"3"|"5|2"|"2"
"Warlight"|"Michael Ondaatje"|"8"|"9"|"7"|"10"|""
"Strip Jack"|"Ian Rankin"|"8"|"7"|"9"|"6|7"|"7"
"Traitor to His Class: The Privileged Life and Radical Presidency of Franklin Delano Roosevelt"|"H.W. Brands"|"7"|"9"|"8"|"6|7"|"7"
"Secrets of a Charmed Life"|"Susan Meissner"|"1"|"2"|"3"|"4|5"|"5"
"The Grave Tattoo"|"Val McDermid"|"1"|"2"|"3"|"4|5"|"5"
"Sleepyhead"|"Mark Billingham"|"8"|"9"|"7"|"6|8"|"8"
"White Smoke"|"Tiffany D. Jackson"|"8"|"9"|"7"|"8|9"|"9"
"Traveling Light: Releasing the Burdens You Were Never Intended to Bear"|"Max Lucado"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"The Madman"|"Kahlil Gibran"|"9"|"8"|"7"|"8"|""
"The Fox and the Hound"|"Daniel P. Mannix"|"7"|"8"|"6"|"9|5"|"5"
"There Was an Old Lady Who Swallowed a Fly"|"Simms Taback"|"1"|"2"|"3"|"4|5"|"5"
"How to Live on 24 Hours a Day"|"Arnold Bennett"|"7"|"8"|"6"|"9|5"|"5"
"Oleanna"|"David Mamet"|"1"|"2"|"3"|"4|5"|"5"
"The Murders in the Rue Morgue: The Dupin Tales"|"Edgar Allan Poe, Matthew Pearl"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Be Still and Listen: Experience the Presence of God in Your Life"|"Amos Smith, Phileena Heuertz"|""|""|""|""|""
"Mr. Kiss and Tell"|"Jennifer Graham, Rob Thomas"|""|""|""|""|""
"R is for Ricochet"|"Sue Grafton"|""|""|""|""|""
"Seduction in Death"|"J.D. Robb"|"8"|"7"|"9"|"6|8"|"8"
"Witch Child"|"Celia Rees"|"1"|"4"|"3"|"5|2"|"2"
"Philosophy: Who Needs It"|"Ayn Rand, Leonard Peikoff"|"1"|"2"|"3"|"4|5"|"5"
"Make Something Up: Stories You Can't Unread"|"Chuck Palahniuk"|"8"|"9"|"10"|"7|9"|"9"
"Fearless: The Undaunted Courage and Ultimate Sacrifice of Navy SEAL Team SIX Operator Adam Brown"|"Eric Blehm"|"8"|"9"|"7"|"10|8|9"|"9"
"Heart of a Warrior Angel"|"Lali A.  Love"|""|""|""|""|""
"Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds"|"Carmine Gallo"|"7"|"8"|"9"|"6|7|8|9"|"7"
"The Four Tendencies: The Indispensable Personality Profiles That Reveal How to Make Your Life Better"|"Gretchen Rubin"|"1"|"4"|"3"|"2"|""
"Secrets: in a corrupted society"|"Dennis K.  Hausker"|""|""|""|""|""
"Gilded Prince"|"Julie Mannino"|""|""|""|""|""
"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)"|"Robert O'Keefe, F. Murray Abraham, Kate Nelligan, David Purdham, Michael Hugh Johnson, Anne Rice"|"1"|"9"|"8"|"7|10"|"10"
"The High Window"|"Raymond Chandler"|"7"|"8"|"9"|"6|7"|"7"
"The Sweetest Kill"|"Amber Kalkes"|""|""|""|""|""
"The Dutch House"|"Ann Patchett"|"9"|"8"|"7"|"10|9"|"9"
"The Book of Daniel"|"E.L. Doctorow"|"7"|"8"|"9"|"6|5"|"5"
"The Origins of Totalitarianism"|"Hannah Arendt"|"1"|"2"|"3"|"4|5"|"5"
"Terms of Endearment"|"Larry McMurtry"|"7"|"8"|"9"|"6|9"|"9"
"The Magnolia Inn"|"Carolyn Brown"|""|""|""|""|""
"Free Will"|"Sam Harris"|"1"|"2"|"3"|"4|5"|"5"
"Mindful Being"|"Nataa Pantovi"|""|""|""|""|""
"Make Time: How to Focus on What Matters Every Day"|"John Zeratsky, Jake Knapp"|"7"|"8"|"9"|"6|8"|"8"
"First, We Make the Beast Beautiful: A New Story About Anxiety"|"Sarah Wilson"|"7"|"8"|"9"|"6|7|8|9"|"8"
"The Persnickety Princess"|"Falcon Storm"|"8"|"7"|"9"|"6|7"|"7"
"Stone Cold"|"David Baldacci"|""|""|""|""|""
"The Man Who Loved China: The Fantastic Story of the Eccentric Scientist Who Unlocked the Mysteries of the Middle Kingdom"|"Simon Winchester"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"Last of the Breed"|"Louis l'Amour"|"8"|"7"|"9"|"8|7"|"7"
"Blacklands"|"Belinda Bauer"|"8"|"7"|"9"|"6|7"|"7"
"Cilka's Journey"|"Heather   Morris"|"7"|"8"|"9"|"6|7"|"7"
"The Sisters: The Saga of the Mitford Family"|"Mary S. Lovell"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Yarrow"|"Charles de Lint"|"8"|"7"|"9"|"8|9"|"9"
"Rift Healer"|"Diane M. Haynes"|"1"|"4"|"3"|"2|5"|"5"
"Fisher's Autism Trilogy"|"Paul C. Nelson"|""|""|""|""|""
"Jack: Straight from the Gut"|"John A. Byrne, Mike Barnicle, Jack Welch"|"

1"|"8"|"2"|"7|3|6|4|5"|"6"
"Multipliers: How the Best Leaders Make Everyone Smarter"|"Greg McKeown, Liz Wiseman"|"8"|"9"|"7"|"9|8"|"8"
"Vanderbilt: The Rise and Fall of an American Dynasty"|"Anderson Cooper, Katherine Howe"|"8"|"9"|"7"|"6|8"|"8"
"The Book: On the Taboo Against Knowing Who You Are"|"Alan W. Watts"|"1"|"4"|"3"|"5|2"|"2"
"Dom Wars: Round Five"|"Lucian Bane"|""|""|""|""|""
"Learned Optimism: How to Change Your Mind and Your Life"|"Martin E.P. Seligman"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"168 Hours: You Have More Time Than You Think"|"Laura Vanderkam"|"8"|"7"|"9"|"6|8"|"8"
"American Rococo: Essays on the Edge"|"Isham Cook"|""|""|""|""|""
"Creating the Vietnam Veterans Memorial: The Inside Story"|"Robert W. Doubek"|"5"|"4"|"3"|"4|5|3"|"5"
"The Taming of the Queen"|"Philippa Gregory"|"1"|"2"|"3"|"4|5|3|2|1"|"3"
"Ghost Park"|"Teddy Hayes"|""|""|""|""|""
"Small Steps"|"Louis Sachar"|"7"|"8"|"6"|"9|5"|"5"
"The Escape Room"|"Megan Goldin"|"1"|"4"|"3"|"5|2"|"2"
"The Gender Game"|"Bella Forrest"|"1"|"2"|"3"|"4|5"|"5"
"Q is for Quarry"|"Sue Grafton"|""|""|""|""|""
"The Fields of Home"|"Ralph Moody"|"1"|"4"|"3"|"2|5"|"5"
"D-Day, June 6, 1944: The Battle for the Normandy Beaches"|"Stephen E. Ambrose"|"8"|"9"|"7"|"6|8"|"8"
"In Dubious Battle"|"Warren French, John Steinbeck"|""|""|""|""|""
"E.E. Cummings: Complete Poems 1904-1962"|"E.E. Cummings, George J. Firmage"|"9"|"10"|"8"|"9|10"|"10"
"The Weirdstone of Brisingamen"|"Alan Garner"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Presentation Zen: Simple Ideas on Presentation Design and Delivery"|"Garr Reynolds"|"7"|"9"|"8"|"6|9"|"9"
"Velvet Elvis: Repainting the Christian Faith"|"Rob Bell"|"7"|"8"|"9"|"6|7"|"7"
"New England Witch Chronicles Boxed Set"|"Chelsea Luna"|""|""|""|""|""
"The Well House II: The Revenge"|"M.S. Matassa"|""|""|""|""|""
"Cows"|"Matthew Stokoe"|""|""|""|""|""
"Walt Disney: An American Original"|"Bob Thomas"|"1"|"4"|"3"|"5|2"|"2"
"Talent is Overrated: What Really Separates World-Class Performers from Everybody Else"|"Geoff Colvin"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late"|"Thom Hartmann, Neale Donald Walsch"|"1"|"8"|"7"|"9|6|5|4|8|7"|"7"
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-term Health"|"T. Colin Campbell"|"7"|"9"|"8"|"10|6|9|8|7"|"10"
"Jane Austen: A Life"|"Claire Tomalin"|"8"|"7"|"9"|"6|8|9|7"|"8"
"Dare: Accepting the Challenge of Trusting Leadership"|"Scott Weiss"|""|""|""|""|""
"The Breakdown"|"B.A. Paris"|"9"|"7"|"8"|"8"|""
"In Europe: Travels Through the Twentieth Century"|"Geert Mak"|""|""|""|""|""
"The Women in the Castle"|"Jessica Shattuck"|"8"|"7"|"9"|"9|7"|"7"
"The Story of Beautiful Girl"|"Rachel Simon"|"1"|"2"|"3"|"4|5"|"5"
"Fierce Kingdom"|"Gin Phillips"|"8"|"7"|"6"|"9"|""
"The Night Swim"|"Megan Goldin"|"1"|"4"|"3"|"5|2"|"2"
"The Project"|"Courtney Summers"|""|""|""|""|""
"The Obesity Myth: Why America's Obsession with Weight is Hazardous to Your Health"|"Paul Campos"|"7"|"8"|"9"|"6|5|4|8|7|9"|"9"
"Stamped from the Beginning: The Definitive History of Racist Ideas in America"|"Ibram X. Kendi"|"7"|"9"|"8"|"10|6|9|8|7"|"10"
"Walk Away with Me"|"Darby Davenport"|""|""|""|""|""
"The Condition of the Working Class in England"|"Victor Kiernan, Friedrich Engels"|"1"|"2"|"3"|"4|5|3|2|1"|"2"
"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965"|"William Manchester, Paul   Reid"|"7"|"9"|"8"|"6|10"|"10"
"Egghead; or, You Can't Survive on Ideas Alone"|"Bo Burnham"|"9"|"8"|"7"|"6"|""
"How to Be an Antiracist"|"Ibram X. Kendi"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"Auschwitz: True Tales From a Grotesque Land"|"Roslyn Hirsch, Eli Pfefferkorn, David H. Hirsch, Sara Nomberg-Przytyk"|""|""|""|""|""
"The Worst Witch"|"Jill Murphy"|"1"|"4"|"3"|"2|5"|"5"
"White Rose, Black Forest"|"Eoin Dempsey"|""|""|""|""|""
"Essays and Aphorisms"|"R.J. Hollingdale, Arthur Schopenhauer"|"1"|"9"|"8"|"7|6|5|4|3|2|10"|"10"
"In the Penal Colony"|"Franz Kafka"|"8"|"9"|"10"|"7|9"|"9"
"Interstellar Pig"|"William Sleator"|"7"|"8"|"6"|"9|5"|"5"
"Life & Times of Michael K"|"J.M. Coetzee"|""|""|""|""|""
"Sacred"|"Dennis Lehane"|""|""|""|""|""
"The Feeling Good Handbook"|"David D. Burns"|"1"|"9"|"8"|"7|6|5|4|3|2"|"2"
"Red Clay, Running Waters"|"Leslie K. Simmons"|""|""|""|""|""
"The Noisy Paint Box"|"Barb Rosenstock, Mary GrandPr"|"7"|"8"|"9"|"6|5"|"5"
"Underland: A Deep Time Journey"|"Robert Macfarlane"|"7"|"9"|"8"|"10|6|9|8|7"|"10"
"The Man Who Loved Only Numbers: The Story of  Paul Erds and the Search for Mathematical Truth"|"Paul Hoffman"|"7"|"9"|"8"|"6|10"|"10"
"The Hundred-Foot Journey"|"Richard C. Morais"|"7"|"8"|"6"|"9|5"|"5"
"The Endurance: Shackleton's Legendary Antarctic Expedition"|"Caroline Alexander"|"1"|"9"|"8"|"7|10|6|5|4|3|2"|"2"
"The Golden Bough"|"James George Frazer"|"1"|"2"|"3"|"4|5"|"5"
"The Long Weekend"|"Ross Lennon"|""|""|""|""|""
"Inside His Head: The Assistant Mini Book"|"Elle Brace"|""|""|""|""|""
"The Speed of Trust: The One Thing that Changes Everything"|"Rebecca R. Merrill, Stephen M.R. Covey"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"The Prefect"|"Alastair Reynolds"|"7"|"8"|"9"|"6|5"|"5"
"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness"|"Peter Godfrey-Smith"|"8"|"9"|"7"|"10|6"|"6"
"Henry Huggins"|"Jacqueline Rogers, Beverly Cleary"|"1"|"2"|"3"|"4|5"|"5"
"The Swan Thieves"|"Elizabeth Kostova"|"8"|"7"|"9"|"6|7"|"7"
"Frederica"|"Georgette Heyer"|"8"|"9"|"7"|"8|7"|"7"
"Fat Kid Rules the World"|"K.L. Going"|"8"|"7"|"6"|"9|7"|"7"
"The Story of an Hour"|"Kate Chopin"|"3"|"4"|"5"|"2|1"|"1"
"The Innocents Abroad"|"Mark Twain"|"8"|"9"|"7"|"6|5"|"5"
"The Enchanted Castle"|"E. Nesbit, H.R. Millar"|"1"|"8"|"7"|"5|9|6|4|3|2"|"2"
"The Sun Does Shine: How I Found Life and Freedom on Death Row"|"Anthony Ray Hinton, Lara Love Hardin, Bryan Stevenson"|"7"|"9"|"8"|"10|6|9|8"|"8"
"The Art of Possibility: Transforming Professional and Personal Life"|"Benjamin Zander, Rosamund Stone Zander"|"9"|"8"|"9"|"7|8"|"8"
"Heart of Darfur"|"Lisa French Blaker"|""|""|""|""|""
"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety"|"Eric Schlosser"|"8"|"9"|"7"|"10|6|8|9|7"|"10"
"The Romanov Prophecy"|"Steve Berry"|"7"|"8"|"6"|"9|7"|"7"
"I Am Watching You"|"Elizabeth Knowelden, Teresa Driscoll"|""|""|""|""|""
"Stop Walking on Eggshells: Taking Your Life Back When Someone You Care about Has Borderline Personality Disorder"|"Randi Kreger, Paul T. Mason"|"1"|"8"|"7"|"5|9|6|4|3|2"|"2"
"The Girls in the Garden"|"Lisa Jewell"|"3"|"4"|"5"|"2|4|3|5"|"4"
"The Mahbhrata"|"Krishna-Dwaipayana Vyasa, John D. Smith, Anonymous"|""|""|""|""|""
"Three Bags Full"|"Leonie Swann"|"8"|"7"|"9"|"6|7"|"7"
"Last Leaf"|"O. Henry, Walter Pauk, Robert J. Pailthorpe, Raymond Harris"|""|""|""|""|""
"The Bear and the Dragon"|"Tom Clancy"|"7"|"8"|"9"|"6|7"|"7"
"A Guilty Thing Surprised"|"Ruth Rendell"|""|""|""|""|""
"Confederates in the Attic: Dispatches from the Unfinished Civil War"|"Tony Horwitz"|"7"|"8"|"9"|"6|7|8|9"|"6"
"The Fear Index"|"Robert   Harris"|"7"|"8"|"9"|"6|5"|"5"
"Unnatural Exposure"|"Patricia Cornwell"|"1"|"2"|"3"|"4|5"|"5"
"The Undercover Economist"|"Tim Harford"|"7"|"8"|"9"|"6|7"|"7"
